receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,friends_in_path,pass_length,yards_to_go,yardline_num,yards_gained
59.88,52.68,5.5,1.19,0.55,171.99,303.01,0.7810249675906665,59.84,51.9,4.29,2.99,0.44,60.84,313.53,1,0,14.0,10,36,1
55.05,48.17,6.69,2.01,0.68,32.44,354.88,0.8514693182963171,54.5,47.52,7.64,2.65,0.77,324.18,15.78,0,0,4.0,10,49,2
54.38,15.63,4.16,0.59,0.41,111.42,193.29,2.729761894378335,51.84,14.63,4.21,2.41,0.42,82.18,104.57,1,0,-2.0,4,43,4
54.3,37.74,6.28,2.44,0.63,277.43,328.76,7.117871872968774,47.26,36.69,5.4,1.27,0.54,45.15,329.13,4,10,-4.0,2,41,13
39.16,29.64,3.21,1.98,0.33,167.23,224.03,4.274681274668319,35.93,32.44,5.77,0.93,0.57,125.38,169.22,6,0,2.0,10,32,7
17.47,51.42,5.95,1.68,0.6,94.26,307.82,0.6661080993352392,17.56,50.76,6.15,2.49,0.63,315.71,314.93,0,2,16.0,1,23,3
60.9,22.56,5.94,0.59,0.59,45.68,351.45,0.49739320461783526,60.47,22.31,5.74,1.26,0.57,29.98,17.18,8,11,4.0,5,45,1
32.83,25.02,5.6,3.19,0.58,111.91,271.53,0.9774456506629965,33.56,25.67,7.13,2.75,0.67,254.21,255.45,0,1,20.0,4,44,2
32.38,17.9,3.81,2.93,0.37,104.56,97.77,4.751946969401065,36.79,16.13,2.22,3.03,0.24,284.65,230.66,8,7,-3.0,10,25,9
47.63,4.31,5.39,4.15,0.55,52.47,159.85,4.165573189850346,51.71,5.15,4.52,4.14,0.45,269.8,180.95,1,2,6.0,4,31,6
49.09,8.38,5.19,1.83,0.52,82.32,151.99,4.984957371934085,53.42,10.85,6.54,1.8,0.66,244.46,191.78,2,4,-4.0,10,43,5
54.0,41.38,6.18,2.27,0.62,357.57,22.6,4.405553313716682,58.2,40.05,7.72,1.87,0.76,305.0,337.42,3,0,-1.0,9,44,4
34.19,17.17,2.66,3.76,0.25,88.95,112.59,6.208590822400843,30.94,22.46,3.14,4.53,0.3,15.39,159.29,8,7,-3.0,26,27,8
64.77,42.47,1.7,3.31,0.16,233.91,333.16,7.577182853805227,57.21,42.98,4.69,0.8,0.47,79.23,71.49,1,0,-3.0,7,48,5
70.54,40.41,4.65,2.66,0.46,119.91,33.93,7.010028530612409,70.56,33.4,3.32,3.12,0.36,8.86,9.96,3,0,-6.0,10,34,19
96.47,33.39,1.3,1.73,0.13,225.83,110.15,0.9066973034039586,97.37,33.28,4.8,3.53,0.47,284.99,243.99,5,4,7.0,10,21,2
109.47,36.11,2.15,0.44,0.22,242.54,146.45,0.23706539182259445,109.58,36.32,2.71,1.43,0.28,283.42,156.13,7,11,4.0,5,5,1
35.5,22.39,2.05,4.08,0.19,314.67,73.98,4.956309110618504,37.37,17.8,3.98,2.58,0.38,296.44,346.13,7,3,4.0,10,21,7
57.56,49.41,0.73,4.39,0.05,239.35,168.69,7.242237223399958,64.8,49.23,3.62,1.92,0.36,255.2,285.99,11,11,15.0,10,32,-3
64.59,50.37,6.1,1.84,0.62,301.14,11.17,3.152982714827339,67.72,50.75,6.18,1.77,0.62,258.55,311.7,2,0,0.0,10,46,1
45.28,4.96,7.28,0.78,0.73,218.0,181.4,1.8242806801586189,47.04,5.44,7.23,1.56,0.72,234.59,199.99,0,0,6.0,6,29,1
51.29,28.92,2.06,2.22,0.22,203.15,125.81,5.543013620766232,54.18,33.65,4.54,4.57,0.43,198.78,186.81,5,5,4.0,9,37,4
63.62,25.77,7.23,2.22,0.72,141.2,151.4,0.8459314393022632,63.52,26.61,8.12,2.56,0.81,175.82,165.1,3,0,10.0,1,45,0
68.25,37.66,1.63,2.11,0.16,174.99,155.5,4.018818234257427,71.6,39.88,3.93,1.53,0.38,277.31,293.98,9,11,0.0,6,41,10
79.54,16.21,7.11,1.19,0.72,198.47,168.0,3.7879941921813893,82.94,17.88,8.17,1.01,0.82,237.17,199.13,0,0,0.0,10,31,4
85.68,9.21,7.29,1.3,0.74,186.19,164.01,4.9826197928399,90.36,10.92,7.5,1.95,0.74,194.19,195.24,1,0,2.0,5,26,5
79.64,34.41,2.69,4.17,0.27,145.65,36.57,9.013378944657768,76.91,25.82,2.71,4.44,0.28,339.6,272.56,4,3,-6.0,15,24,12
76.74,19.27,7.52,1.78,0.76,353.78,333.33,1.9331321734428815,76.63,17.34,5.84,1.85,0.58,343.35,344.86,6,0,9.0,10,25,6
61.03,22.25,5.35,1.73,0.54,350.15,307.72,0.9960923651951142,60.92,23.24,3.24,3.66,0.32,175.62,180.05,6,2,6.0,9,41,4
63.85,6.59,5.24,2.33,0.53,310.44,217.16,11.59875855425916,55.49,14.63,6.55,2.05,0.64,137.91,167.28,3,5,-2.0,12,49,9
48.27,13.76,5.6,2.34,0.56,16.07,331.92,4.056599561208875,45.19,11.12,4.21,3.29,0.41,10.18,347.54,9,1,6.0,5,44,6
72.72,37.08,8.58,1.02,0.86,22.0,342.11,2.827189417071307,75.41,37.95,6.31,2.42,0.63,274.87,278.82,2,0,11.0,10,26,4
69.75,12.67,7.28,1.13,0.73,147.04,194.96,2.8657459761814135,66.93,13.18,8.09,4.01,0.81,167.67,165.53,1,0,5.0,10,35,2
57.93,13.48,5.71,1.83,0.59,105.68,201.26,5.269658432953695,56.91,18.65,3.61,0.17,0.36,108.84,207.73,0,0,-3.0,4,45,10
29.82,1.49,6.34,1.79,0.63,131.36,170.24,2.8279497873901502,28.64,4.06,5.56,2.9,0.55,149.54,155.7,0,0,18.0,10,38,0
20.33,11.62,1.92,2.94,0.2,169.33,138.84,2.3577107541002533,18.01,11.2,4.91,1.47,0.48,107.73,99.26,0,0,-2.0,9,9,0
31.46,40.89,4.71,3.51,0.49,113.81,41.09,5.40296215052447,35.34,44.65,4.01,3.77,0.4,216.35,10.18,3,10,-3.0,10,25,8
58.36,36.77,4.58,1.38,0.46,179.83,177.47,1.017889974407843,58.17,35.77,5.26,2.72,0.52,206.86,232.1,10,5,5.0,3,43,52
78.24,34.52,3.12,2.21,0.33,100.56,327.62,1.1360017605620145,78.56,35.61,3.19,2.75,0.31,146.0,160.08,3,4,5.0,5,26,2
67.52,37.38,4.93,1.39,0.5,140.58,133.19,0.516623654123582,67.65,37.88,5.38,0.33,0.54,144.71,127.76,8,7,8.0,10,33,0
39.37,12.89,2.97,3.25,0.29,30.49,26.45,6.241354019762061,45.18,10.61,4.08,1.14,0.4,288.02,272.6,11,1,-1.0,10,31,7
68.27,19.09,5.39,2.64,0.55,42.65,325.83,0.6030754513325851,68.66,18.63,6.53,2.11,0.65,352.04,306.56,5,11,16.0,9,26,4
58.71,14.72,3.03,5.32,0.28,346.2,357.33,3.3436806067565708,56.1,16.81,4.93,5.35,0.5,138.83,118.13,9,11,0.0,5,49,0
27.08,50.49,2.54,1.22,0.25,149.1,58.71,7.252758096062494,32.76,45.98,6.16,2.93,0.63,323.45,315.77,4,2,-1.0,10,18,5
35.7,8.15,4.76,3.02,0.48,8.29,170.8,6.477136713085494,41.43,11.17,4.47,0.23,0.44,267.23,192.83,0,0,3.0,6,22,9
57.81,23.63,6.45,2.55,0.66,238.61,158.53,4.005820764837089,55.1,26.58,6.2,1.51,0.62,156.93,144.2,4,7,14.0,10,34,2
83.85,45.1,7.36,0.78,0.73,331.51,357.51,1.294024729284577,84.76,44.18,8.22,1.13,0.84,339.67,350.92,1,0,2.0,3,28,0
88.8,15.61,1.9,3.85,0.18,359.69,88.93,4.414000453103739,92.75,13.64,4.1,2.67,0.42,289.08,236.77,1,3,0.0,13,21,14
79.48,45.46,6.04,0.95,0.6,344.26,341.53,6.807620729741041,80.74,38.77,6.76,1.73,0.68,340.53,333.01,0,0,3.0,10,27,32
19.34,39.11,3.96,3.91,0.39,200.72,214.05,3.4508114987637324,15.94,38.52,2.17,4.02,0.24,98.16,1.96,10,2,-2.0,8,8,9
97.32,39.71,0.94,4.64,0.1,201.68,308.46,7.276187188356271,90.05,40.01,5.06,3.21,0.51,88.25,59.76,5,4,-6.0,12,19,8
47.36,21.66,3.55,1.17,0.36,9.93,74.41,4.425031073337225,51.76,22.13,5.32,2.24,0.53,246.62,258.57,9,3,0.0,17,38,4
49.22,35.93,1.36,4.61,0.11,136.17,97.36,8.023820785635735,57.03,37.77,3.72,1.42,0.37,233.42,268.75,8,7,-2.0,13,42,31
79.74,42.19,2.21,0.79,0.22,184.64,208.27,5.454841885884505,81.11,36.91,5.24,0.48,0.52,318.11,3.42,9,11,0.0,11,30,6
60.9,49.65,6.43,1.8,0.66,66.06,353.62,2.7004629232781494,59.24,47.52,8.39,1.39,0.84,351.84,2.74,0,0,4.0,10,45,2
79.14,4.99,2.26,1.14,0.22,73.42,122.62,2.7373162038756176,76.41,5.19,3.61,1.56,0.35,86.03,121.53,0,2,5.0,10,26,0
64.81,31.5,3.03,2.12,0.3,146.61,218.55,1.6704789732289347,63.84,32.86,4.69,1.64,0.46,152.94,146.72,5,5,6.0,10,39,1
52.02,40.31,8.07,1.7,0.82,36.93,342.26,1.3031116606031927,52.11,39.01,9.34,0.79,0.94,358.43,343.38,1,0,12.0,3,46,5
51.15,23.59,4.23,0.53,0.43,18.76,292.46,4.232363405947084,48.8,27.11,5.42,1.03,0.54,172.98,163.04,6,3,4.0,18,45,4
35.02,23.87,6.35,3.9,0.64,173.87,189.25,1.9037331745809336,34.43,25.68,5.96,4.39,0.58,162.16,185.69,2,4,11.0,10,37,2
70.63,15.3,2.11,4.11,0.2,309.93,217.29,7.473325899490801,71.22,22.75,3.19,3.18,0.33,178.0,172.94,3,0,-3.0,10,42,12
82.57,4.3,2.4,4.6,0.25,300.19,260.33,3.3751148128619253,79.24,4.85,3.8,4.39,0.4,107.01,132.99,7,4,0.0,7,28,5
53.85,36.05,2.83,2.29,0.29,324.05,1.84,2.373036030067809,53.97,33.68,4.77,1.33,0.48,3.82,2.2,2,0,5.0,7,39,0
63.33,16.56,5.56,3.83,0.53,31.84,50.92,4.242086750645251,63.65,12.33,6.08,2.07,0.62,7.12,37.82,5,3,6.0,2,44,5
68.49,7.22,2.98,3.64,0.3,62.12,110.69,9.4697888044032,76.29,12.59,6.37,4.08,0.64,223.58,193.14,5,2,3.0,10,45,11
82.39,13.44,6.79,1.09,0.68,160.22,196.94,9.91657703040722,72.52,12.48,5.05,3.97,0.5,144.76,185.57,1,0,3.0,10,25,18
66.3,40.14,5.38,0.87,0.54,242.11,325.37,6.4385091442041125,60.18,38.14,6.35,0.97,0.63,35.28,23.69,3,3,-1.0,11,45,5
27.08,15.45,7.64,1.55,0.77,226.07,184.89,0.393954312071847,27.44,15.61,7.84,1.31,0.79,238.34,187.55,2,0,1.0,7,16,1
64.9,12.1,0.74,4.32,0.06,311.24,163.32,4.504009325034755,64.71,16.6,5.89,0.32,0.59,162.74,187.12,0,0,5.0,4,40,1
66.06,32.62,3.13,4.67,0.32,200.34,336.79,2.4240462041801076,67.12,30.44,4.17,0.78,0.42,341.03,11.26,4,0,-2.0,10,46,13
54.02,11.96,6.33,2.69,0.63,154.32,194.14,6.917875396391587,48.69,16.37,6.17,1.38,0.61,155.68,168.46,1,0,-2.0,10,43,7
38.92,10.95,2.75,6.12,0.26,12.09,225.15,3.6349552954610083,35.44,9.9,2.84,3.76,0.28,84.32,82.08,1,0,6.0,15,36,4
52.17,37.68,3.82,2.41,0.38,312.03,24.25,4.2177719236582725,49.31,40.78,4.56,2.13,0.45,137.39,111.13,3,0,10.0,3,32,5
51.96,18.89,7.64,2.97,0.77,206.82,170.11,5.725984631484792,48.26,14.52,5.67,4.45,0.56,49.69,126.79,4,4,3.0,18,39,9
67.38,6.4,4.99,2.94,0.49,307.68,221.62,13.250241507232989,67.46,19.65,4.89,1.72,0.5,188.43,193.03,3,3,-3.0,16,46,8
31.98,18.68,5.63,3.03,0.57,34.31,30.5,0.3858756276314929,31.78,18.35,6.88,3.36,0.7,67.94,6.82,8,9,6.0,10,15,4
44.44,52.71,6.13,1.23,0.63,257.12,342.26,0.3201562118716442,44.69,52.51,6.0,2.98,0.61,333.57,346.25,0,0,8.0,8,27,0
51.15,41.76,2.51,1.02,0.26,179.52,144.0,0.5842088667591465,51.08,42.34,3.53,3.43,0.36,174.65,176.88,6,11,6.0,10,35,1
53.29,33.92,7.16,3.21,0.71,35.91,21.3,3.564379328859376,56.11,31.74,8.68,0.55,0.87,332.13,349.95,3,0,6.0,8,37,13
83.72,39.57,7.99,1.45,0.82,322.08,7.36,0.7810249675906618,83.54,38.81,8.59,3.52,0.87,13.96,0.18,2,0,18.0,10,44,0
92.54,40.58,0.7,0.88,0.07,253.68,133.24,2.288252608432896,94.35,41.98,4.04,1.84,0.42,231.88,230.01,6,11,8.0,10,26,3
73.62,45.49,1.96,2.88,0.19,148.58,41.26,7.399256719427971,80.95,46.5,4.83,0.71,0.48,252.67,281.33,1,0,6.0,38,43,4
80.81,34.76,6.1,1.8,0.61,338.88,329.57,4.013228127081741,77.77,32.14,8.34,0.26,0.83,11.53,10.15,5,1,4.0,10,25,6
77.19,52.1,1.38,0.63,0.14,247.94,262.18,4.737699863857991,73.82,48.77,4.34,2.92,0.45,51.17,29.6,7,5,4.0,17,28,4
48.7,38.58,2.79,3.85,0.29,236.65,206.76,1.0369667304209855,49.73,38.7,5.74,2.96,0.59,281.12,227.63,9,11,5.0,10,34,0
64.28,30.17,6.61,1.86,0.67,52.58,359.34,0.5658621740318048,63.89,29.76,5.91,4.02,0.6,34.03,354.22,4,0,13.0,3,41,0
31.43,34.5,0.65,3.99,0.08,280.74,237.91,1.1670903992407802,31.04,35.6,1.75,4.93,0.19,160.19,245.99,0,2,47.0,8,27,4
28.7,15.15,0.64,2.0,0.08,308.38,169.38,1.9190883252211213,30.6,14.88,4.49,3.27,0.45,285.17,267.57,2,11,-5.0,10,24,0
83.72,32.97,3.15,2.78,0.31,352.5,293.81,2.663268668384769,85.49,30.98,4.73,3.29,0.49,316.21,314.13,6,3,3.0,10,22,4
84.21,12.53,5.43,0.18,0.54,161.86,182.38,5.880416651904858,78.33,12.6,4.2,1.23,0.42,123.97,168.87,1,0,-3.0,3,29,8
80.16,14.61,5.81,1.35,0.58,183.2,186.77,4.78126552285062,75.38,14.5,5.39,0.23,0.54,113.99,190.47,2,0,-4.0,10,34,38
63.08,39.88,2.57,3.32,0.27,114.91,194.93,0.5990826320300061,63.66,39.73,5.12,3.62,0.52,147.95,130.18,9,11,6.0,20,41,0
34.36,33.47,6.36,1.21,0.64,319.64,9.73,6.864765108872992,40.51,36.52,4.51,3.57,0.43,274.31,305.79,3,1,4.0,10,20,4
80.08,42.57,2.34,3.72,0.24,176.76,293.23,5.96638081251942,74.29,44.01,6.08,3.01,0.6,102.81,85.92,6,5,3.0,12,27,4
78.09,4.85,1.27,4.58,0.13,77.44,199.22,2.662705391138866,80.75,4.73,2.95,1.81,0.3,275.01,251.49,0,0,3.0,8,35,4
86.24,23.52,3.02,1.48,0.32,278.95,68.43,2.4964975465639845,86.42,21.03,4.42,3.53,0.43,335.96,32.16,4,4,4.0,1,28,5
90.89,45.01,2.46,2.51,0.23,96.08,80.36,7.000028571370263,97.89,45.03,3.63,1.04,0.36,269.45,293.8,4,0,0.0,10,19,5
79.45,45.93,3.32,1.39,0.34,83.29,118.2,1.0335376142163393,78.96,45.02,2.41,2.43,0.26,85.73,133.33,8,9,11.0,10,20,0
62.99,52.3,3.27,3.05,0.34,86.46,38.25,4.409535122889943,59.05,50.32,4.9,5.51,0.5,58.6,52.89,0,9,17.0,11,30,0
57.54,25.13,2.87,1.92,0.29,34.35,335.01,4.409228957538947,59.81,21.35,3.64,5.55,0.36,332.23,3.22,6,0,5.0,10,47,5
48.32,15.05,3.06,4.07,0.31,53.83,53.49,0.7746612162745737,47.72,14.56,5.71,3.29,0.58,40.05,68.57,8,8,5.0,10,43,0
25.66,23.73,3.37,1.13,0.34,198.74,230.7,1.533101431738944,24.18,24.13,4.42,1.79,0.43,124.71,114.79,5,0,1.0,10,17,8
30.93,14.28,5.1,1.01,0.51,84.91,149.64,6.153738700984957,36.99,15.35,6.47,1.24,0.65,242.67,219.93,4,0,-4.0,10,25,5
40.93,45.86,5.79,3.28,0.59,251.9,11.47,5.460622675116825,43.71,41.16,6.57,0.67,0.66,4.45,357.91,0,0,5.0,9,26,11
60.73,11.13,2.13,2.48,0.2,41.17,77.06,6.51479853871169,67.24,10.88,5.16,0.88,0.52,276.91,263.75,11,10,-1.0,1,49,13
76.74,47.39,2.52,5.9,0.26,253.45,326.26,1.293870163501739,78.03,47.29,5.83,5.06,0.6,263.18,303.14,0,0,4.0,10,37,0
87.61,31.97,4.34,3.37,0.43,204.86,327.4,4.23792402008342,89.01,27.97,3.49,3.85,0.35,337.89,351.82,6,3,-3.0,10,25,27
39.86,43.29,5.88,1.63,0.59,253.36,269.63,6.9896852575777695,43.67,37.43,8.36,1.0,0.84,313.13,307.3,1,1,20.0,10,49,17
66.34,24.53,0.09,4.85,0.01,114.64,225.29,1.9329769786523585,67.26,26.23,5.16,2.71,0.52,106.35,78.19,2,3,17.0,8,26,18
87.16,36.2,7.5,0.64,0.75,75.32,2.09,2.5943399931389135,84.57,36.35,7.68,1.63,0.76,67.38,33.85,0,0,-5.0,10,28,2
81.74,9.11,4.73,2.91,0.47,80.95,159.98,0.9349331526906014,80.95,9.61,7.28,1.33,0.73,124.68,135.99,0,0,3.0,13,25,0
84.9,35.33,0.3,1.87,0.03,180.63,173.94,5.408622745209723,86.24,30.09,2.35,4.34,0.24,282.73,50.9,9,11,-3.0,10,28,2
24.21,34.29,2.32,4.06,0.24,150.07,20.41,2.8945638704302263,26.17,36.42,5.94,2.82,0.59,216.63,226.81,3,0,-6.0,13,20,2
48.15,30.73,5.42,2.26,0.55,72.19,194.2,5.740557464218954,44.77,35.37,7.11,2.1,0.71,168.27,183.56,7,6,18.0,6,44,4
15.02,43.68,5.64,2.58,0.56,236.93,337.89,4.343328216932265,11.65,46.42,4.75,1.25,0.47,55.99,321.14,1,0,-1.0,4,4,5
48.82,33.82,9.94,1.58,1.0,354.04,17.08,1.9070395905696338,49.14,31.94,10.51,1.5,1.05,0.49,16.48,2,0,15.0,10,24,11
68.97,23.71,4.73,2.69,0.47,8.16,67.95,8.498058601821949,62.4,29.1,1.1,0.93,0.12,230.83,164.21,6,4,4.0,5,45,7
70.65,45.98,0.53,2.29,0.06,186.73,52.07,5.415764027355694,75.98,45.02,3.41,1.21,0.33,277.59,308.24,1,0,3.0,19,43,9
38.3,39.76,7.45,0.57,0.75,315.52,18.08,3.8503246616356885,41.41,37.49,7.97,0.32,0.79,343.62,351.55,1,0,1.0,7,28,7
48.48,8.32,5.52,1.33,0.56,261.43,166.7,5.372020104206612,53.33,6.01,2.81,4.13,0.3,253.23,233.02,1,0,0.0,8,38,12
61.47,34.17,6.0,0.81,0.61,315.24,7.38,6.515681084890511,66.77,30.38,6.32,2.63,0.62,345.84,356.16,1,0,2.0,10,50,5
74.48,14.41,3.05,2.59,0.29,11.66,19.85,4.060751162038858,78.52,14.0,2.7,2.46,0.27,281.17,237.62,10,11,-1.0,5,34,10
88.32,41.59,4.65,2.26,0.47,253.73,12.1,3.0735809733924486,91.37,41.21,5.79,2.95,0.57,311.16,327.62,1,0,3.0,10,25,2
86.22,29.56,7.59,1.56,0.75,209.08,191.4,4.556983651495802,90.03,27.06,2.3,1.42,0.26,265.41,205.98,6,0,-4.0,5,20,5
100.41,46.19,6.26,0.28,0.63,0.39,1.68,3.9248566852816404,102.83,43.1,4.1,2.28,0.42,12.3,2.1,0,0,1.0,10,11,8
37.07,47.47,7.25,1.42,0.73,77.13,12.25,1.4469277798148734,35.97,46.53,9.21,1.25,0.92,10.44,20.04,0,0,10.0,10,38,0
44.0,11.21,5.11,0.96,0.51,277.49,186.66,7.487356008632154,37.18,8.12,4.43,2.43,0.43,94.4,140.61,1,0,-2.0,14,32,3
27.92,27.62,6.93,0.74,0.7,118.12,195.32,2.341964986928712,25.6,27.94,7.08,1.56,0.71,164.78,160.29,4,11,14.0,13,31,1
44.62,14.97,5.41,0.62,0.55,234.09,177.39,4.66987151857522,49.21,14.11,5.35,2.28,0.54,251.55,207.84,2,0,-1.0,10,36,10
59.46,20.5,5.87,1.36,0.59,324.08,17.4,1.3024976007655447,60.6,19.87,5.36,2.55,0.52,338.65,351.87,7,0,5.0,1,45,1
67.06,29.18,6.91,2.07,0.69,185.51,137.66,3.2289317118824337,65.32,31.9,7.19,1.79,0.71,157.95,152.61,3,5,7.0,10,49,13
74.97,16.32,4.62,1.72,0.45,69.8,137.32,6.365814951755977,78.07,21.88,2.79,2.68,0.27,230.2,158.7,2,3,-5.0,10,29,4
69.17,19.7,7.91,2.31,0.8,137.56,182.44,0.7452516353554727,68.44,19.85,4.74,6.12,0.45,153.52,132.33,1,0,4.0,3,37,10
46.56,10.61,6.01,3.5,0.62,69.71,183.48,2.5842793966597357,45.04,12.7,8.99,1.17,0.9,160.3,171.6,2,0,13.0,10,49,0
33.71,44.04,5.49,1.53,0.56,173.0,1.36,4.3204745109767755,29.43,43.45,7.69,2.38,0.76,50.13,39.49,0,0,0.0,10,24,7
33.9,29.58,7.9,1.08,0.8,190.14,148.33,2.0396078054371136,34.3,31.58,8.37,1.27,0.83,172.45,157.74,5,11,12.0,10,12,5
72.54,-0.36,7.82,2.11,0.79,277.89,215.94,2.364487259428561,73.92,1.56,7.51,1.97,0.76,219.47,224.61,2,0,14.0,10,48,0
102.55,38.95,6.56,0.63,0.66,55.61,2.43,2.4752373623553785,100.13,38.43,7.49,0.85,0.74,58.81,25.23,1,0,-1.0,10,9,0
101.62,41.36,7.54,1.31,0.76,52.33,337.25,6.187115644627959,98.6,35.96,7.11,2.48,0.7,356.8,355.88,0,0,1.0,11,8,12
65.47,18.84,0.47,4.66,0.04,102.78,105.43,3.766218262395316,62.07,17.22,5.1,2.94,0.5,83.34,78.68,5,8,5.0,11,39,2
93.99,8.78,8.06,2.34,0.82,233.26,168.92,4.718325974326072,98.48,7.33,6.58,3.95,0.66,221.35,213.5,2,2,14.0,8,30,2
96.5,25.71,3.99,1.11,0.39,351.59,41.2,3.842317009305713,95.03,22.16,5.52,3.68,0.54,25.57,18.71,5,11,-2.0,7,11,6
105.31,9.39,7.39,0.56,0.74,218.72,179.11,2.1580083410404085,106.6,11.12,7.98,1.78,0.8,205.92,188.1,0,0,2.0,3,7,3
48.75,19.22,3.13,1.49,0.32,261.81,172.67,1.3431678971744354,47.71,18.37,2.38,3.06,0.23,349.74,75.45,4,0,0.0,10,40,0
53.33,31.77,8.62,1.48,0.86,347.88,5.86,9.582995356359097,45.3,26.54,3.21,2.06,0.31,109.3,101.34,1,0,3.0,10,40,38
105.97,17.9,2.12,4.32,0.23,306.12,339.46,1.3375350462698186,107.28,17.63,4.46,4.2,0.45,311.22,305.96,9,11,6.0,10,10,0
84.49,33.64,4.76,0.58,0.48,171.29,347.36,8.021003677844813,88.63,26.77,1.23,2.99,0.12,85.73,23.62,2,0,-5.0,4,31,19
64.63,13.61,6.35,0.17,0.64,140.65,173.63,2.76342179190944,62.29,12.14,4.67,1.54,0.47,71.82,172.37,2,0,-2.0,8,47,11
38.44,5.19,4.87,2.21,0.5,65.51,200.53,3.263525700833374,35.59,6.78,6.71,3.57,0.65,144.98,168.17,0,0,8.0,2,36,1
30.29,37.06,5.6,1.83,0.57,148.11,198.36,1.665803109614098,28.84,37.88,6.39,2.18,0.63,153.5,157.14,9,11,7.0,10,27,1
30.49,42.61,5.43,1.09,0.54,54.01,351.21,7.014021670910349,24.55,46.34,2.36,3.83,0.22,100.05,14.93,1,0,-1.0,2,19,5
71.85,20.4,8.73,0.89,0.88,285.97,289.26,1.800111107681979,73.65,20.38,8.06,3.44,0.82,284.88,298.03,0,1,38.0,10,2,60
40.27,42.83,2.1,0.29,0.22,187.01,36.13,4.234489343474609,36.24,44.13,4.57,4.12,0.44,99.27,85.66,0,0,-4.0,16,27,0
48.18,19.77,7.35,1.23,0.74,254.42,176.56,3.8966652409464198,52.06,20.13,7.29,1.98,0.73,220.12,190.3,2,11,-1.0,10,39,2
61.61,1.5,4.62,2.39,0.46,259.23,222.67,4.257616704213762,65.18,3.82,5.77,3.28,0.57,263.55,223.83,0,8,12.0,11,38,0
64.44,39.06,3.3,2.64,0.33,246.95,2.0,4.840216937287008,63.9,34.25,5.1,3.43,0.5,350.0,6.76,1,11,4.0,10,50,7
81.7,33.11,6.85,0.43,0.69,328.17,12.06,1.7201162751395604,81.72,31.39,8.54,0.77,0.85,8.71,10.96,2,11,5.0,4,33,3
92.48,4.93,1.54,3.99,0.14,337.42,0.14,2.415305363716974,94.89,4.77,1.09,5.54,0.09,271.52,269.15,10,0,7.0,10,25,5
50.33,29.49,6.23,3.86,0.64,116.3,261.39,0.7720103626247498,50.79,28.87,6.02,3.19,0.62,338.61,276.23,2,1,26.0,10,35,5
35.2,50.59,0.22,2.29,0.01,210.73,230.65,1.6573774464496591,36.82,50.24,2.48,5.69,0.24,264.26,343.35,9,10,8.0,17,18,3
36.96,2.18,4.86,2.7,0.5,350.01,109.49,6.754502202235189,41.84,6.85,6.75,1.76,0.68,227.39,190.01,1,0,20.0,4,8,6
44.3,8.43,5.06,0.67,0.51,227.26,173.58,19.136271841714624,32.9,23.8,4.03,3.23,0.39,85.01,134.82,1,0,1.0,11,33,25
75.61,29.62,3.92,2.78,0.4,319.24,32.23,2.61736508725856,76.2,27.07,4.23,4.59,0.41,2.87,23.24,3,0,5.0,8,39,13
82.64,9.75,4.39,1.52,0.44,39.6,171.65,2.462031681355861,80.18,9.85,6.12,0.33,0.62,102.38,134.17,1,0,2.0,4,26,0
78.75,46.23,6.26,1.44,0.63,120.34,351.89,2.994678613808168,75.91,45.28,6.27,3.76,0.63,78.23,17.36,0,0,6.0,10,25,4
59.17,50.39,3.36,0.93,0.34,178.79,20.85,4.330727421577119,55.13,48.83,4.42,3.34,0.42,41.38,36.37,0,8,5.0,10,46,0
35.62,3.25,4.71,3.15,0.49,41.76,275.22,0.42059481689626044,35.22,3.38,4.56,4.02,0.48,122.02,267.83,2,1,25.0,5,49,4
25.45,34.53,1.51,2.62,0.16,129.25,333.59,5.002409419469779,21.41,37.48,4.27,5.43,0.41,129.16,110.07,4,11,4.0,9,19,0
30.51,17.18,3.84,1.18,0.38,290.58,171.4,6.448015198493252,32.51,23.31,3.63,3.91,0.35,184.53,181.45,2,0,-2.0,10,23,5
40.09,38.32,4.93,0.61,0.5,346.41,353.77,5.791588728492377,45.29,35.77,5.47,1.79,0.55,114.81,316.99,0,0,3.0,7,26,17
68.07,33.76,5.78,1.73,0.57,184.77,166.52,1.7749647883831423,67.84,35.52,5.91,3.28,0.58,169.89,159.59,6,11,13.0,10,46,0
74.74,30.45,1.28,4.89,0.12,238.75,118.38,4.98831634923046,69.87,29.37,3.68,0.4,0.37,35.47,40.36,7,4,6.0,10,41,6
104.94,43.57,6.43,3.27,0.67,293.87,30.72,1.2901550294441326,103.92,42.78,8.57,2.62,0.86,350.14,33.57,0,0,21.0,5,24,3
81.87,38.69,1.94,1.75,0.2,73.15,319.53,7.844341909937385,74.88,35.13,5.1,3.48,0.49,65.73,32.44,5,0,2.0,10,27,3
57.49,7.5,4.47,2.66,0.46,236.63,200.36,5.214834609074383,62.18,9.78,6.01,3.11,0.6,218.02,191.25,1,0,22.0,10,25,1
80.89,41.89,1.0,1.9,0.11,176.34,164.98,5.491056364671559,85.98,43.95,2.83,3.97,0.27,225.93,223.99,10,0,4.0,1,33,5
