receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
30.96,9.8,6.32,1.8,0.65,94.38,199.34,2.5999999999999988,29.64,12.04,7.2,2.56,0.72,165.96,186.06,0,10.0,1,32,6
2.65,50.91,6.71,1.16,0.71,299.53,311.91,1.1337107214805697,3.22,49.93,6.53,0.66,0.65,297.2,313.96,0,1.0,1,1,0
44.71,18.88,7.3,0.3,0.73,356.4,48.47,3.409178786746153,46.55,16.01,6.47,2.8,0.64,262.5,23.6,4,11.0,10,25,4
56.13,32.68,1.1,3.62,0.11,165.92,359.93,5.004408056903434,61.13,32.89,4.18,1.0,0.41,293.86,303.55,3,-5.0,10,49,24
79.25,30.73,4.5,0.47,0.45,143.27,205.93,2.3020208513390976,77.98,32.65,4.64,3.29,0.46,142.83,196.97,7,7.0,10,25,3
49.58,21.35,3.16,0.72,0.32,301.08,102.24,4.608340265214795,48.5,25.83,4.51,4.95,0.44,215.35,178.7,4,3.0,8,37,6
71.24,4.04,7.61,1.44,0.77,52.39,113.18,4.091185647217681,69.01,7.47,7.05,0.37,0.72,99.06,114.04,1,14.0,7,49,11
94.41,11.17,6.0,0.91,0.6,245.43,175.95,5.3919198807103985,99.03,13.95,5.35,2.68,0.54,198.38,184.91,0,6.0,5,21,10
107.29,15.87,5.88,2.38,0.6,118.49,30.17,1.4069825869569161,108.69,15.73,4.19,1.87,0.41,285.57,356.39,10,7.0,10,10,3
85.49,44.14,2.43,1.99,0.25,148.4,163.68,0.7440430095095251,84.89,44.58,4.31,3.05,0.42,143.77,101.07,9,0.0,10,25,7
61.32,51.76,5.64,1.84,0.58,174.21,303.23,0.8635392289873113,60.91,51.0,5.07,4.08,0.52,55.52,306.34,1,14.0,10,36,1
55.19,46.1,7.01,1.18,0.7,56.1,357.89,1.6560495161679176,53.74,45.3,7.94,0.9,0.79,356.64,21.61,0,4.0,10,49,2
54.66,16.8,3.66,1.36,0.36,106.76,193.52,4.517078701993133,50.6,14.82,3.96,3.16,0.38,79.74,91.89,1,-2.0,4,43,4
54.9,36.65,6.06,2.01,0.6,263.41,335.51,7.141967516028055,47.81,35.79,4.87,1.13,0.49,50.05,327.23,4,-4.0,2,41,13
39.8,30.41,3.6,1.75,0.36,172.83,211.85,5.539981949429075,35.65,34.08,5.26,2.95,0.51,126.02,172.73,5,2.0,10,32,7
18.96,50.34,6.22,2.62,0.64,105.46,304.69,0.8800568163476745,18.97,49.46,6.71,2.63,0.68,320.91,309.92,0,16.0,1,23,3
61.09,21.39,5.89,1.86,0.59,30.84,350.77,0.9518928511129862,60.15,21.24,5.31,2.77,0.52,51.2,18.44,9,4.0,5,45,1
34.65,24.93,6.57,2.96,0.67,123.59,274.49,1.6619265928433806,35.71,26.21,7.91,1.81,0.81,264.59,256.27,0,20.0,4,44,2
31.41,18.01,2.52,3.66,0.23,122.9,95.41,6.1282950320623435,37.39,16.67,3.19,2.23,0.32,284.65,226.54,8,-3.0,10,25,9
47.27,5.94,5.82,2.85,0.59,271.94,173.38,4.282919564969672,51.52,6.47,4.41,5.3,0.44,297.83,159.49,0,6.0,4,31,6
48.43,9.82,5.28,2.04,0.54,81.68,158.61,6.203619910987455,53.86,12.82,6.87,0.71,0.69,239.24,194.44,2,-4.0,10,43,5
53.2,38.99,6.31,0.6,0.63,278.72,14.85,6.199177364779943,59.17,37.32,6.35,4.11,0.62,288.2,344.59,2,-1.0,9,44,4
33.59,17.52,0.73,2.44,0.07,26.85,155.19,6.629223182243907,30.88,23.57,2.76,4.78,0.27,285.94,215.49,3,-3.0,26,27,8
64.9,42.17,0.48,1.92,0.04,193.08,354.97,8.999344420567542,55.91,42.58,4.18,4.04,0.4,81.94,73.9,1,-3.0,7,48,5
69.77,38.81,4.23,2.76,0.42,150.43,17.22,6.670592177610626,70.59,32.19,2.41,3.1,0.25,337.76,327.38,3,-6.0,10,34,19
96.05,33.59,1.78,2.33,0.19,242.48,127.26,2.776130400395485,98.8,33.97,6.03,0.63,0.6,263.24,242.73,6,7.0,10,21,2
108.95,36.83,2.34,3.05,0.24,209.69,140.9,0.6216912416947824,109.22,37.39,2.9,0.37,0.29,219.66,167.53,7,4.0,5,5,1
34.97,22.48,1.31,4.0,0.15,278.52,152.18,6.579703640742492,37.8,16.54,2.46,4.64,0.22,294.03,334.34,4,4.0,10,21,7
57.66,49.33,1.48,1.56,0.14,263.64,331.04,8.557061411489345,66.19,48.65,3.76,2.96,0.36,244.76,300.26,0,15.0,10,32,-3
64.04,47.87,6.62,0.98,0.67,270.66,11.78,5.608921464952064,69.54,48.97,6.34,3.14,0.64,264.99,318.53,2,0.0,10,46,1
45.3,5.69,7.21,1.52,0.72,220.74,180.76,2.026153992173353,47.28,6.12,6.96,2.11,0.69,235.23,200.88,0,6.0,6,29,1
51.11,29.04,2.09,2.61,0.22,201.69,119.38,5.927562736909663,54.23,34.08,3.97,4.97,0.37,203.75,185.34,5,4.0,9,37,4
63.28,26.41,7.59,1.16,0.76,161.25,151.43,0.980204060387428,63.3,27.39,8.12,2.74,0.81,176.91,162.82,3,10.0,1,45,0
68.19,37.8,1.6,1.55,0.16,178.54,167.03,4.221847936626809,71.95,39.72,3.8,2.21,0.37,280.37,295.28,9,0.0,6,41,10
79.4,16.91,7.04,0.86,0.71,203.05,169.52,4.187791780879272,83.2,18.67,7.89,1.54,0.79,237.17,199.46,0,0.0,10,31,4
85.48,9.92,7.31,1.15,0.74,203.03,165.27,5.341132838640135,90.54,11.63,7.28,2.44,0.73,192.7,194.43,1,2.0,5,26,5
79.49,34.18,2.52,4.29,0.26,154.76,25.66,8.689902185870677,77.19,25.8,3.02,3.86,0.31,338.77,259.77,4,-6.0,15,24,12
77.07,18.59,7.54,1.67,0.76,354.99,334.49,1.833084831643094,76.78,16.78,6.01,0.94,0.6,345.45,346.93,7,9.0,10,25,6
61.45,21.91,5.4,1.59,0.54,350.15,309.74,1.3776792079435611,60.81,20.69,5.57,2.06,0.55,62.18,345.73,6,6.0,9,41,4
64.16,7.02,5.11,2.54,0.51,316.55,214.29,12.062905951718264,55.35,15.26,6.25,2.72,0.61,131.19,167.06,3,-2.0,12,49,9
48.53,13.27,5.53,1.54,0.55,20.6,336.39,4.138852497975735,45.27,10.72,3.92,3.51,0.38,15.39,352.69,10,6.0,5,44,6
72.99,36.26,8.61,0.79,0.86,24.34,341.67,3.439563925848752,76.04,37.85,6.35,1.7,0.63,270.56,275.43,3,11.0,10,26,4
69.94,13.38,7.34,0.89,0.74,144.8,195.45,3.253936078044561,66.74,13.97,8.23,4.07,0.83,170.44,168.73,2,5.0,10,35,2
58.15,14.03,5.65,1.71,0.58,87.87,198.2,5.054552403526943,57.08,18.97,3.5,0.39,0.35,95.73,207.67,0,-3.0,4,45,10
29.73,2.11,6.35,2.06,0.63,133.95,172.43,2.7735356496717327,28.43,4.56,5.23,4.06,0.51,155.15,156.3,0,18.0,10,38,0
20.2,11.77,1.66,1.81,0.16,95.59,123.81,2.7145902084845126,17.53,11.28,4.69,2.0,0.46,105.97,96.99,0,-2.0,9,9,0
31.16,40.52,4.94,3.44,0.5,119.66,37.14,5.579175566335938,35.3,44.26,4.08,3.43,0.41,217.24,2.92,3,-3.0,10,25,8
58.33,37.23,4.69,1.57,0.47,181.1,176.62,1.1573245007343402,58.58,36.1,5.21,3.11,0.52,209.14,228.48,10,5.0,3,43,52
78.42,34.25,3.19,2.03,0.32,105.24,332.86,1.650484777269998,78.46,35.9,3.13,3.49,0.3,141.46,165.84,3,5.0,5,26,2
67.16,37.72,4.73,1.5,0.47,142.51,135.66,0.5048762224545745,67.23,38.22,5.4,0.63,0.54,146.45,126.52,8,8.0,10,33,0
39.25,12.62,2.9,3.14,0.29,20.31,18.74,6.647540898708332,45.58,10.59,4.32,0.13,0.42,293.01,271.5,10,-1.0,10,31,7
68.58,18.65,5.43,2.98,0.55,31.13,322.64,0.7294518489934742,69.19,18.25,6.62,2.04,0.66,349.85,303.98,5,16.0,9,26,4
58.74,14.44,2.57,5.84,0.23,348.21,348.52,4.036000495540108,55.67,17.06,5.05,5.25,0.51,151.01,126.01,9,0.0,5,49,0
26.87,50.36,2.37,1.12,0.23,154.98,58.5,7.96227354466047,33.2,45.53,6.46,2.72,0.66,322.43,315.26,4,-1.0,10,18,5
35.64,8.62,4.79,2.31,0.48,357.55,175.87,6.596438432972751,41.53,11.59,4.45,0.46,0.45,257.92,192.81,0,3.0,6,22,9
57.55,24.23,6.61,2.85,0.67,244.11,157.53,4.009351568520774,54.73,27.08,5.88,1.56,0.58,154.45,143.42,4,14.0,10,34,2
80.3,18.81,6.11,1.31,0.61,7.34,15.77,0.8065977932030318,80.89,18.26,5.34,2.74,0.52,321.39,346.22,5,5.0,10,35,2
83.89,44.37,7.44,0.2,0.74,322.57,358.22,1.4073023839957082,84.87,43.36,7.98,1.37,0.8,339.67,351.31,1,2.0,3,28,0
88.62,15.6,1.54,3.29,0.14,355.34,74.23,4.789498929950813,93.09,13.88,4.3,2.65,0.44,281.3,233.83,8,0.0,13,21,14
79.67,44.89,5.98,0.72,0.6,52.39,343.14,6.870029112019835,81.05,38.16,6.54,1.63,0.65,338.03,335.01,0,3.0,10,27,32
19.54,39.45,3.79,3.95,0.37,192.78,207.1,3.813895646186455,15.91,38.28,2.53,3.3,0.26,99.14,8.8,10,-2.0,8,8,9
97.38,39.63,1.16,4.47,0.13,203.26,342.3,7.675838716387937,99.69,32.31,2.7,4.17,0.28,10.37,59.61,2,-6.0,12,19,8
47.01,21.56,3.62,1.21,0.37,8.94,75.37,5.303772242470452,52.27,22.24,5.39,2.41,0.54,246.62,255.9,9,0.0,17,38,4
49.11,35.94,0.77,4.35,0.05,143.59,93.77,8.489581850715618,57.4,37.77,3.56,2.05,0.34,237.79,270.4,2,-2.0,13,42,31
79.84,42.38,2.05,0.71,0.2,181.57,206.92,5.853682601576552,85.68,42.78,4.61,0.99,0.47,198.15,264.84,9,0.0,11,30,6
60.99,49.0,6.54,1.61,0.67,62.4,355.59,2.924175097356519,59.21,46.68,8.2,1.26,0.82,0.76,1.15,0,4.0,10,45,2
78.95,5.11,2.47,0.9,0.24,86.19,122.46,2.851876575169413,76.11,5.37,3.46,2.26,0.33,77.65,124.43,0,5.0,10,26,0
65.0,31.73,3.09,2.5,0.31,141.38,222.5,2.072800038595139,63.58,33.24,4.66,1.64,0.45,143.24,143.28,5,6.0,10,39,1
52.27,39.53,8.17,1.56,0.83,42.98,342.91,1.4242541907960127,52.38,38.11,9.21,1.14,0.93,356.85,343.05,1,12.0,3,46,5
51.54,23.41,4.29,0.81,0.43,6.85,294.62,5.112152188657923,48.64,27.62,5.31,1.17,0.53,168.11,161.28,6,4.0,18,45,4
35.11,24.51,6.44,3.71,0.65,156.57,185.17,1.8599462357821,34.48,26.26,5.69,4.4,0.56,156.16,180.15,2,11.0,10,37,2
70.75,15.47,1.41,3.14,0.13,317.42,211.6,7.62270949203759,71.19,23.08,2.9,3.49,0.3,172.02,161.99,2,-3.0,10,42,12
83.89,5.16,4.28,2.35,0.44,305.26,223.08,6.26230788128467,77.82,6.7,5.27,1.51,0.52,112.59,149.9,3,0.0,7,28,5
53.87,34.1,3.17,3.81,0.31,289.88,5.73,3.3629154018500107,54.01,30.74,4.62,0.88,0.46,332.48,356.17,2,5.0,7,39,0
59.0,12.22,7.04,2.32,0.7,11.63,38.71,4.428780870623428,60.1,7.93,5.4,3.51,0.53,10.63,41.11,10,6.0,2,44,5
67.51,7.97,3.51,5.35,0.37,325.56,145.67,10.906828136539053,78.09,10.62,7.67,0.96,0.77,103.47,118.33,2,3.0,10,45,11
83.08,16.01,6.4,1.1,0.65,129.78,192.81,10.151659962784416,73.07,14.32,4.55,4.52,0.45,157.17,210.76,1,3.0,10,25,18
67.46,38.33,5.4,0.82,0.54,182.44,328.76,8.531600084392133,59.27,35.94,5.38,4.02,0.52,44.53,20.86,3,-1.0,11,45,5
27.26,21.64,7.48,1.2,0.76,254.47,177.62,1.1086027241532448,28.29,22.05,8.21,1.02,0.82,231.09,185.96,2,1.0,7,16,1
64.8,12.1,1.15,3.6,0.12,352.51,24.29,5.46926868968786,59.57,10.5,2.82,3.65,0.26,43.51,50.79,10,5.0,4,40,1
66.28,31.15,4.1,0.77,0.41,124.95,0.03,2.4103319273494246,66.77,28.79,3.86,0.11,0.39,348.82,12.4,3,-2.0,10,46,13
54.36,13.84,6.2,1.02,0.62,104.17,185.21,7.342206752741302,48.38,18.1,5.46,2.53,0.53,146.98,171.92,1,-2.0,10,43,7
40.32,10.83,3.7,2.96,0.37,285.15,309.47,6.423239058294503,34.16,9.01,2.15,5.36,0.2,46.71,26.32,7,6.0,15,36,4
51.78,36.27,3.58,0.97,0.36,281.76,8.02,4.902948092729514,47.2,34.52,3.2,1.58,0.32,334.43,31.27,3,10.0,3,32,5
51.66,21.24,8.1,1.65,0.82,223.35,176.63,7.151370498023441,56.36,26.63,8.37,0.5,0.84,213.32,199.22,4,3.0,18,39,9
68.2,7.56,4.6,1.71,0.45,330.13,208.26,12.441338352444243,71.83,19.46,3.47,3.47,0.36,212.19,125.82,2,-3.0,16,46,8
31.05,16.54,5.95,2.28,0.59,1.08,16.02,1.2403628501370054,31.66,15.46,7.51,1.01,0.75,9.78,358.07,10,6.0,10,15,4
45.62,49.09,6.54,2.47,0.66,268.82,343.71,0.426380112106563,45.95,48.82,6.86,1.61,0.69,312.74,339.72,0,8.0,8,27,0
50.59,42.47,1.97,0.85,0.2,203.2,135.69,1.5076471735787476,51.3,43.8,3.94,3.17,0.39,198.43,201.36,6,6.0,10,35,1
52.53,31.16,7.24,1.8,0.73,308.08,10.48,4.953473528747275,56.65,28.41,8.0,2.01,0.79,318.17,353.13,3,6.0,8,37,13
83.37,36.33,8.26,1.7,0.84,303.49,5.06,1.2035364556173576,83.55,35.14,9.71,1.14,0.97,354.56,358.93,2,18.0,10,44,0
92.38,40.79,0.54,2.28,0.06,237.55,175.08,3.31581060979061,91.23,43.9,2.87,2.89,0.3,201.57,54.15,9,8.0,10,26,3
73.37,45.24,1.1,1.49,0.12,178.52,56.4,8.599360441335158,81.9,46.33,4.71,3.11,0.45,251.84,278.8,2,6.0,38,43,4
82.08,32.08,5.81,1.41,0.58,43.31,339.06,6.300793600809349,77.1,28.22,7.44,2.87,0.74,16.7,7.8,4,4.0,10,25,6
78.07,52.07,1.75,1.72,0.18,193.29,284.01,8.186672095546514,72.61,45.97,5.81,1.62,0.58,45.28,16.26,7,4.0,17,28,4
49.17,39.92,4.36,2.73,0.44,214.47,193.76,2.36484671807709,51.47,40.47,6.43,1.78,0.63,243.62,222.36,9,5.0,10,34,0
64.28,28.11,6.97,1.67,0.71,11.2,0.75,0.37802116342871894,64.05,27.81,7.21,2.18,0.73,20.21,355.92,6,13.0,3,41,0
38.32,33.99,8.21,3.35,0.83,232.18,268.29,0.49739320461783526,37.89,34.24,6.88,2.45,0.7,224.31,289.32,0,47.0,8,27,4
28.57,15.74,1.94,2.2,0.2,333.07,171.6,4.176900764921285,32.74,15.5,4.27,4.62,0.42,268.42,234.26,2,-5.0,10,24,0
85.34,31.66,3.6,1.38,0.37,35.94,323.28,3.5092591810808176,87.04,28.59,4.26,0.85,0.44,352.1,344.47,5,3.0,10,22,4
84.28,14.63,4.98,0.97,0.5,350.39,182.17,6.209315582252205,78.08,14.29,4.22,0.33,0.42,111.29,175.65,2,-3.0,3,29,8
80.3,17.39,5.3,0.53,0.52,105.14,180.21,4.442454276635831,83.35,20.62,1.04,3.33,0.11,303.02,87.22,1,-4.0,10,34,38
63.32,40.75,3.86,1.34,0.39,146.95,201.01,0.971287804927045,62.35,40.8,6.43,0.67,0.65,118.04,127.03,11,6.0,20,41,0
34.15,32.2,6.49,1.13,0.66,304.64,8.95,7.978483565189562,41.16,36.01,3.69,4.65,0.35,273.33,312.34,3,4.0,10,20,4
80.91,41.85,3.24,2.31,0.34,162.85,320.32,8.99980555345503,72.08,43.59,4.96,4.37,0.48,113.34,71.15,2,3.0,12,27,4
78.75,5.04,2.05,1.26,0.2,348.5,281.43,3.4800143677864357,82.23,5.03,2.92,3.27,0.28,273.02,261.5,5,3.0,8,35,4
85.39,23.11,3.05,2.19,0.32,276.18,57.93,3.043813397697039,85.77,20.09,2.99,5.8,0.29,325.89,40.48,4,4.0,1,28,5
90.3,44.9,1.46,2.27,0.13,125.15,77.07,8.526388449982791,98.82,44.57,3.24,4.02,0.31,264.1,300.13,3,0.0,10,19,5
77.85,46.59,3.51,2.62,0.35,109.2,106.1,0.7355270219373343,77.76,45.86,3.33,3.19,0.33,108.53,115.58,8,11.0,10,20,0
62.33,51.39,4.28,4.34,0.43,85.56,36.82,4.870287465848394,57.99,49.18,5.66,6.05,0.57,56.53,31.4,0,17.0,11,30,0
57.86,24.03,3.05,2.47,0.32,53.34,350.65,4.181339498294776,59.26,20.09,3.49,4.36,0.35,13.35,45.85,7,5.0,10,47,5
47.52,14.01,3.87,3.27,0.4,38.84,18.43,2.0000000000000018,45.6,13.45,6.19,2.16,0.61,64.36,55.64,10,5.0,10,43,0
26.48,24.38,3.52,1.7,0.36,121.12,237.17,3.47696706915668,23.01,24.6,3.68,4.02,0.35,100.73,107.68,5,1.0,10,17,8
30.01,16.06,4.88,2.52,0.5,49.96,157.19,8.162309722131354,30.84,24.18,4.13,2.78,0.43,194.52,186.21,4,-4.0,10,25,5
40.65,43.45,6.25,1.77,0.64,241.84,2.08,5.849829057331507,43.83,38.54,6.3,1.31,0.63,358.45,357.52,0,5.0,9,26,11
60.24,11.02,1.17,2.56,0.1,18.67,82.82,8.55028654490597,68.79,11.09,5.16,2.56,0.5,279.19,261.27,11,-1.0,1,49,13
77.1,46.47,4.29,4.89,0.45,240.17,348.34,2.4331050121192934,79.5,46.07,6.89,3.92,0.69,271.46,315.7,0,4.0,10,37,0
88.15,30.82,4.17,1.97,0.42,153.37,345.42,3.9785424466756645,89.03,26.94,3.09,2.7,0.32,13.11,17.77,4,-3.0,10,25,27
41.64,43.37,5.91,2.24,0.6,228.88,264.55,8.462115574724796,45.69,35.94,8.24,1.42,0.83,307.75,305.72,3,20.0,10,49,17
66.34,24.52,0.56,4.84,0.07,99.92,28.76,1.6420109622045758,66.75,26.11,5.32,2.72,0.54,102.4,75.56,9,17.0,8,26,18
87.12,35.45,7.48,0.11,0.74,84.74,2.95,2.98135875063703,84.15,35.71,7.56,2.15,0.75,71.08,32.78,0,-5.0,10,28,2
81.59,9.56,5.18,2.4,0.52,71.1,161.23,1.279062156425559,80.45,10.14,7.31,1.55,0.73,125.28,137.16,0,3.0,13,25,0
84.9,35.36,0.45,1.36,0.05,181.46,126.51,5.519021652430799,86.04,29.96,2.46,3.98,0.25,223.59,64.88,6,-3.0,10,28,2
24.25,32.8,3.89,2.79,0.4,186.48,343.15,4.861028697714092,24.15,27.94,1.98,3.97,0.18,356.84,44.73,2,-6.0,13,20,2
48.29,31.27,5.61,2.38,0.57,86.7,193.74,5.931020148338731,44.82,36.08,7.07,2.46,0.71,171.27,185.53,8,18.0,6,44,4
68.13,23.3,4.58,1.67,0.46,1.49,58.87,8.352801925102732,62.35,29.33,1.15,1.03,0.11,236.78,175.33,6,4.0,5,45,7
38.07,39.05,7.39,0.66,0.74,299.68,18.19,4.1743262929483596,41.52,36.7,7.86,0.74,0.78,345.84,351.25,1,1.0,7,28,7
48.35,8.86,5.54,1.17,0.56,270.22,168.57,5.863215841157477,53.57,6.19,3.36,3.63,0.35,259.85,235.15,1,0.0,8,38,12
88.22,41.12,4.95,1.95,0.5,256.91,10.98,3.4719735022030367,91.67,40.73,5.68,3.62,0.55,310.35,331.14,1,3.0,10,25,2
86.37,30.29,7.33,2.09,0.72,208.34,191.02,4.4255734091753585,90.76,30.85,2.8,1.92,0.28,263.12,187.82,6,-4.0,5,20,5
100.38,45.56,6.18,0.82,0.62,337.52,0.04,3.774652301868346,102.82,42.68,4.3,2.03,0.44,7.4,0.53,0,1.0,10,11,8
110.68,45.25,4.53,2.01,0.46,204.25,44.05,10.987015063246252,109.91,34.29,1.19,1.32,0.14,344.02,34.3,0,2.0,1,2,0
44.05,11.72,5.16,0.93,0.52,290.05,186.12,7.862277023865286,36.9,8.45,4.23,3.0,0.41,95.91,137.09,1,-2.0,14,32,3
28.1,28.29,6.96,0.43,0.69,122.61,195.34,2.759800717443202,25.36,28.62,7.09,2.12,0.7,163.14,161.44,6,14.0,13,31,1
19.23,38.65,5.46,1.38,0.55,123.86,199.7,0.6720863039818642,18.77,39.14,6.19,0.1,0.62,130.15,197.96,10,7.0,9,15,3
44.59,15.51,5.39,0.3,0.54,240.05,178.55,4.977650047964394,49.48,14.58,5.49,1.55,0.55,247.19,210.87,2,-1.0,10,36,10
59.29,19.93,5.9,1.26,0.59,314.72,16.41,1.5061540425866138,60.68,19.35,5.08,3.68,0.49,333.16,351.57,7,5.0,1,45,1
74.66,16.66,4.42,2.29,0.43,61.79,136.57,6.393512336736358,77.97,22.13,2.44,2.57,0.24,238.41,161.95,2,-5.0,10,29,4
69.21,20.5,8.06,2.46,0.81,129.36,183.61,1.1795338062132763,68.09,20.13,4.31,6.66,0.41,135.49,125.03,2,4.0,3,37,10
46.59,11.23,6.33,3.67,0.65,77.11,182.8,2.8992757716367725,44.92,13.6,9.01,1.03,0.9,162.42,172.27,2,13.0,10,49,0
33.69,43.48,5.47,1.68,0.55,156.14,2.97,4.771771159642923,28.96,42.85,7.57,2.3,0.75,46.54,37.29,0,0.0,10,24,7
73.49,0.93,8.13,1.81,0.82,264.81,216.44,2.290785891348213,74.98,2.67,7.78,2.24,0.78,229.16,222.81,2,14.0,10,48,0
65.42,18.84,0.67,4.69,0.08,85.14,42.07,4.211709866550642,61.58,17.11,4.88,4.05,0.47,87.78,76.19,7,5.0,11,39,2
105.3,10.13,7.33,0.65,0.73,226.71,180.29,2.27701559063613,106.72,11.91,7.85,1.72,0.79,203.48,189.98,0,2.0,3,7,3
53.26,30.92,8.55,0.74,0.85,339.37,4.07,9.32148056909416,45.0,26.6,2.92,2.26,0.28,114.42,104.16,1,3.0,10,40,38
106.03,17.68,2.52,3.46,0.26,308.2,350.42,1.6336768346279447,107.63,17.35,4.67,4.12,0.47,311.22,312.31,9,6.0,10,10,0
84.59,33.18,4.73,0.32,0.47,107.38,348.76,7.630235907231171,88.57,26.67,1.1,2.69,0.11,101.1,44.34,1,-5.0,4,31,19
64.56,14.24,6.2,0.49,0.62,120.09,173.12,2.8574814085134514,62.22,12.6,4.77,1.41,0.48,78.49,170.49,2,-2.0,8,47,11
30.47,37.6,5.76,1.67,0.58,149.28,199.79,2.0582759776084427,28.6,38.46,6.22,3.1,0.61,149.52,158.45,9,7.0,10,27,1
30.57,42.07,5.37,1.19,0.54,68.05,352.67,7.2887653275434765,24.51,46.12,2.09,4.73,0.2,113.38,9.88,1,-1.0,2,19,5
72.68,20.12,8.73,0.94,0.88,299.28,289.25,1.7057549648176205,74.38,19.98,8.49,2.64,0.86,290.57,299.01,0,38.0,10,2,60
61.91,1.84,4.77,2.67,0.47,261.5,219.49,4.37671109396085,65.57,4.24,5.59,3.82,0.55,263.55,219.85,0,12.0,11,38,0
64.42,38.73,3.01,3.06,0.31,234.32,5.32,5.0037286097469345,63.84,33.76,4.63,3.64,0.45,348.69,6.88,2,4.0,10,50,7
92.47,4.8,0.97,3.96,0.08,344.16,357.69,2.500079998720041,94.97,4.78,0.76,5.88,0.06,258.15,230.34,10,7.0,10,25,5
50.96,29.6,6.51,3.69,0.67,117.07,258.66,0.9178779875342895,51.41,28.8,6.31,3.13,0.64,337.01,276.68,2,26.0,10,35,5
35.21,50.6,0.08,2.81,0.01,212.37,125.5,1.7617321022221264,36.87,50.01,2.4,5.97,0.24,253.36,359.41,10,8.0,17,18,3
36.49,2.35,5.1,2.95,0.53,354.22,108.99,7.526606140884481,41.96,7.52,6.91,1.63,0.7,225.44,189.67,1,20.0,4,8,6
44.03,10.5,5.06,2.24,0.52,283.77,172.77,17.213288471410685,61.21,9.43,7.12,0.66,0.71,118.0,121.2,1,1.0,11,33,25
82.54,10.63,4.4,1.98,0.44,59.68,176.29,3.240987503832753,79.3,10.71,6.0,0.76,0.6,100.38,132.48,1,2.0,4,26,0
100.33,19.42,8.62,2.56,0.88,12.61,83.91,0.5608029957123913,100.04,19.9,9.23,2.1,0.93,225.34,82.41,0,55.0,10,38,7
108.56,37.27,7.27,1.85,0.73,203.72,125.86,1.8694651641579123,109.74,38.72,6.85,4.3,0.67,179.4,162.71,3,15.0,10,15,0
78.85,45.61,6.42,1.14,0.65,111.15,352.93,3.2585272747055436,75.73,44.67,5.7,3.67,0.58,92.28,13.95,0,6.0,10,25,4
59.05,50.08,3.35,0.47,0.33,177.38,23.56,4.466419147370739,54.88,48.48,4.0,4.08,0.38,43.05,34.54,0,5.0,10,46,0
36.11,3.21,4.99,3.34,0.51,31.1,274.02,0.451884941107797,35.7,3.4,4.94,4.28,0.51,125.86,265.46,0,25.0,5,49,4
25.52,34.38,1.78,2.83,0.18,124.5,332.61,5.53338955794728,21.02,37.6,3.83,5.78,0.36,120.78,102.57,4,4.0,9,19,0
30.46,17.55,3.6,1.27,0.35,321.53,171.3,6.441653514432453,32.53,23.65,3.25,4.3,0.32,189.49,186.8,2,-2.0,10,23,5
40.14,37.83,4.76,0.78,0.49,321.15,354.1,6.04334344547784,45.66,35.37,5.25,1.84,0.52,112.69,314.32,1,3.0,7,26,17
67.77,34.86,5.76,3.03,0.57,192.44,162.82,1.7300289014926846,67.4,36.55,5.19,5.02,0.5,164.14,153.92,6,13.0,10,46,0
74.63,30.49,1.06,5.41,0.11,240.48,94.14,5.192301994298868,69.63,29.09,3.69,0.75,0.37,30.45,40.37,0,6.0,10,41,6
104.58,43.01,6.68,3.67,0.69,312.49,30.1,1.4762791064023029,103.45,42.06,8.89,1.94,0.9,351.99,34.53,0,21.0,5,24,3
82.0,38.54,1.78,1.51,0.18,84.86,311.29,8.305769079380912,74.63,34.71,4.71,4.19,0.44,69.2,31.09,5,2.0,10,27,3
72.6,36.68,5.52,4.48,0.55,168.09,219.44,1.6745148551147548,70.94,36.9,4.07,3.38,0.4,137.67,174.93,9,11.0,2,28,0
35.7,46.07,4.7,3.02,0.48,37.66,13.11,4.676291265522287,31.04,45.68,5.9,2.79,0.58,54.18,31.94,0,3.0,5,29,9
40.5,50.11,3.66,1.26,0.36,238.17,297.27,3.0486882425069304,43.54,50.34,4.56,3.99,0.44,239.2,288.31,3,9.0,10,20,1
47.11,50.52,1.91,1.47,0.19,203.26,261.27,7.1900278163578735,54.3,50.5,2.18,4.29,0.22,220.08,347.9,7,7.0,10,30,3
81.98,3.75,3.08,4.45,0.31,285.6,278.97,5.539539692068277,87.35,5.11,5.52,3.62,0.54,257.28,232.5,7,8.0,10,38,6
81.67,35.17,2.56,1.75,0.27,208.03,40.91,8.552379785767226,90.21,34.71,3.12,5.17,0.29,281.3,316.47,3,0.0,15,29,7
85.51,11.35,6.77,1.12,0.68,94.14,197.49,6.57000761034567,79.2,9.52,4.77,2.97,0.48,121.83,189.82,2,0.0,10,25,10
64.07,5.48,6.25,1.85,0.63,93.32,185.57,6.250967925049682,59.68,9.93,6.93,0.76,0.72,222.02,171.87,0,0.0,10,46,12
46.7,10.58,5.28,1.6,0.54,36.12,195.03,5.920354719102568,41.65,13.67,5.34,5.43,0.52,109.23,200.33,0,0.0,4,36,6
55.24,7.9,1.34,3.09,0.13,28.2,108.06,4.930496932358847,60.17,7.97,3.5,1.97,0.34,273.59,244.76,2,0.0,10,46,5
