receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenders_in_path,pass_length,yards_to_go,yardline_num,yards_gained
54.15,9.18,2.59,3.12,0.25,66.81,165.62,2.687005768508877,0,10.0,10,46,5
77.0,7.91,6.62,1.53,0.67,102.56,171.29,1.3616534067081854,0,4.0,7,28,1
73.27,13.89,2.45,2.07,0.25,347.83,206.09,4.6506881211278746,2,-3.0,6,40,3
75.55,40.39,6.88,2.05,0.69,176.96,101.69,6.717506978038795,3,12.0,9,44,11
84.25,13.35,6.12,2.43,0.62,49.78,162.65,7.840675991265045,1,-5.0,9,20,6
69.87,43.82,5.29,3.9,0.55,128.02,347.23,3.7558620847949156,2,15.0,10,25,7
23.07,7.02,4.86,2.5,0.49,342.34,164.64,5.439531229802804,0,5.0,5,8,7
81.84,35.13,0.87,0.45,0.09,209.89,134.67,4.880000000000003,6,7.0,14,35,3
90.56,14.95,8.24,1.56,0.83,133.05,195.37,5.281855734493325,1,7.0,10,13,10
89.56,36.3,7.76,0.76,0.78,31.65,348.8,4.446403040661066,1,8.0,10,13,7
72.93,40.04,5.42,2.36,0.55,152.72,2.11,3.154837555247495,1,6.0,7,31,2
51.45,19.43,4.03,2.06,0.4,106.47,189.64,4.185235955116508,3,-2.0,10,39,17
42.83,38.78,6.46,1.21,0.64,239.71,294.45,6.3113390021452656,5,5.0,6,36,12
34.33,30.3,3.45,1.2,0.35,93.74,23.12,3.720483839502598,0,-6.0,10,19,5
30.42,12.89,4.48,1.6,0.45,352.23,329.5,3.34886547953184,11,0.0,11,20,1
40.7,43.66,3.09,4.77,0.29,253.61,350.37,4.739999999999995,0,5.0,10,25,3
62.83,30.05,1.08,2.04,0.12,218.18,99.76,5.731893229989547,4,5.0,10,48,5
75.58,15.59,7.15,2.44,0.72,228.97,168.55,4.072407150568318,1,0.0,2,34,0
76.37,41.46,3.29,0.69,0.33,151.14,135.79,2.4101867147588485,7,-1.0,10,34,3
68.89,13.37,4.97,1.51,0.5,29.16,356.49,1.411559421349309,10,5.0,8,36,0
61.46,47.86,6.75,0.76,0.68,79.15,34.5,2.4239224410034295,0,6.0,3,41,0
55.37,21.32,7.05,1.83,0.72,13.47,325.14,1.2781236246936352,5,8.0,10,47,2
14.32,50.06,5.78,1.32,0.58,211.42,287.24,4.2466104130235465,0,20.0,10,24,4
48.1,37.94,1.89,3.0,0.18,250.52,291.26,2.431871707142465,7,15.0,10,23,2
41.38,41.56,1.53,4.51,0.15,134.23,27.23,5.034411584286685,2,-8.0,10,40,44
90.07,17.42,1.26,2.88,0.14,335.85,39.13,5.86694128145153,10,4.0,10,24,7
29.26,35.15,7.04,1.29,0.72,72.46,7.6,2.977331019554259,2,4.0,20,23,2
68.15,46.74,8.23,1.21,0.83,235.81,298.5,3.826447438551852,1,9.0,10,35,16
44.63,30.23,2.85,2.4,0.29,179.4,216.2,3.2456894491001447,5,5.0,10,40,2
39.8,8.31,6.89,1.65,0.69,108.56,172.51,2.4382370680473184,0,2.0,3,33,0
59.14,17.46,7.79,1.22,0.78,220.05,173.02,2.9841246622753523,1,15.0,8,34,8
80.97,38.14,5.49,3.04,0.54,34.03,358.8,3.890629769073383,1,4.0,10,25,8
69.89,26.81,1.63,2.38,0.18,36.48,332.56,7.177750343944818,5,3.0,10,37,5
40.49,2.56,8.67,1.52,0.87,256.72,256.35,0.6435060217278438,1,28.0,2,45,3
28.88,17.06,4.36,1.98,0.44,63.33,353.67,1.8936208701849482,8,5.0,10,24,1
66.41,41.52,2.04,1.91,0.2,66.49,94.37,3.9268435161080673,1,8.0,10,34,3
49.25,29.31,6.41,1.22,0.65,252.66,122.97,1.1607756027760074,3,10.0,5,30,5
84.4,41.73,8.54,1.78,0.86,358.44,43.14,2.363577796477196,0,25.0,5,50,25
83.02,38.67,2.04,2.82,0.2,130.43,174.58,3.389882003846151,9,16.0,10,11,2
74.27,37.06,5.68,3.16,0.58,25.13,16.81,4.901683384307875,1,1.0,5,34,0
56.72,22.33,3.8,0.81,0.38,242.68,128.05,0.8386298349093017,6,5.0,10,41,3
50.19,2.68,2.47,2.33,0.25,344.39,129.97,12.45678931346276,0,8.0,14,32,2
84.86,26.23,6.79,1.97,0.68,156.21,194.19,3.6791575122573916,5,1.0,6,24,1
75.66,22.85,6.71,1.44,0.67,180.95,209.92,3.0064098190366484,4,9.0,10,25,6
43.39,3.05,8.83,2.68,0.89,195.9,228.11,3.2300154798390643,0,27.0,10,40,5
36.95,44.31,6.66,2.13,0.67,325.92,17.01,8.130891710015574,0,2.0,10,25,9
69.54,6.5,2.21,1.04,0.21,0.32,295.8,2.749345376630588,8,11.0,10,49,-2
64.23,30.11,6.5,2.13,0.64,335.26,16.65,2.7569729777420737,5,4.0,20,49,2
51.64,40.04,6.05,0.41,0.61,141.4,213.35,2.593568969586118,6,9.0,10,50,2
7.18,29.45,9.27,1.34,0.94,191.42,236.85,1.2231925441237783,2,35.0,6,35,0
38.75,36.7,4.73,2.69,0.48,286.46,129.62,2.140373799129489,5,6.0,10,23,2
8.83,46.61,5.33,2.73,0.55,160.36,325.97,0.4525483399593908,0,16.0,9,16,0
40.23,16.82,1.98,0.67,0.19,2.89,114.92,5.400453684645393,3,5.0,10,25,3
73.74,7.74,6.44,1.53,0.65,58.89,197.36,3.2336047996005917,2,3.0,9,33,2
27.49,42.81,5.75,1.22,0.58,243.8,33.68,10.012317414065539,3,-3.0,9,21,9
70.93,15.43,5.31,2.55,0.54,299.01,55.63,1.1833004690272164,6,8.0,10,48,6
77.83,1.26,5.3,0.81,0.53,317.31,186.6,1.7262966141425438,0,7.0,15,39,0
90.89,14.68,4.96,1.64,0.49,129.79,188.65,7.732173045140671,1,-4.0,9,22,58
14.55,26.24,6.87,1.87,0.69,189.07,244.92,4.289999999999999,2,17.0,8,22,5
49.95,48.05,1.54,2.99,0.14,108.17,160.74,2.4085265205100037,10,10.0,10,50,0
8.4,20.19,8.7,2.65,0.88,259.99,261.68,0.8300602387778854,1,40.0,10,40,0
37.73,14.1,6.61,2.12,0.66,97.76,160.26,7.2160723388835315,2,-5.0,10,33,12
53.61,39.69,5.49,0.58,0.55,177.76,168.77,0.7111258679024426,10,4.0,3,40,0
64.61,15.55,7.44,1.6,0.75,235.01,158.62,3.392889623904675,3,2.0,7,47,2
78.96,6.08,2.19,1.47,0.21,81.77,88.72,0.5658621740318048,0,9.0,10,22,0
51.87,19.53,7.42,1.34,0.74,186.92,167.55,7.489492639691953,2,4.0,4,38,6
43.86,27.48,5.02,3.12,0.52,249.28,162.73,4.4307222887470585,7,9.0,10,25,2
45.57,9.6,6.64,1.13,0.67,69.97,135.09,3.7056308504760715,4,0.0,10,36,6
67.96,2.72,2.72,2.63,0.27,307.32,112.36,4.68645921778906,3,9.0,10,49,2
67.94,38.62,7.38,1.07,0.74,89.59,20.56,5.5986605540968535,1,-2.0,9,39,1
106.51,6.13,4.97,2.42,0.51,328.2,185.95,5.18096516104867,0,2.0,11,2,4
51.36,2.83,3.58,4.46,0.37,43.47,147.88,4.63043194529409,0,11.0,7,31,6
82.52,14.91,5.6,1.79,0.57,8.79,8.81,4.09575389885672,9,-1.0,6,29,0
77.13,17.86,0.7,1.38,0.07,39.53,139.33,2.5738104048278307,2,5.0,7,28,0
49.04,49.83,7.86,0.77,0.79,152.5,77.63,9.365004004270368,1,18.0,10,20,61
31.22,39.21,5.06,2.54,0.5,105.97,15.83,4.4266127004742595,3,-3.0,10,25,8
45.43,20.59,1.68,2.68,0.15,321.27,303.25,2.3150161986474314,8,6.0,5,30,-1
85.58,24.42,5.55,2.3,0.56,342.66,332.21,2.2705505940189883,3,6.0,2,30,1
86.21,24.75,3.82,1.08,0.39,10.1,298.19,4.5447222137331975,8,6.0,15,19,3
60.87,34.79,4.92,0.87,0.5,75.86,353.89,0.9436630754670883,1,4.0,12,45,9
71.71,19.75,3.8,1.77,0.39,240.73,158.02,4.712387929701891,3,6.0,6,44,2
88.16,51.66,4.43,4.14,0.46,243.4,334.95,0.756108457828633,0,10.0,7,33,0
99.48,34.97,6.02,4.58,0.61,267.65,153.67,2.8956001105124924,5,13.0,10,23,0
104.74,50.53,5.65,3.18,0.56,148.2,52.52,4.647246496582682,1,5.0,10,10,4
64.18,27.0,5.34,1.83,0.54,150.47,196.34,2.160023148024113,7,-1.0,10,47,4
104.34,38.11,5.69,1.17,0.57,260.35,311.61,5.939023488756383,4,-1.0,10,7,7
93.87,6.31,5.7,2.17,0.59,87.4,186.14,8.238476800962664,0,3.0,4,13,8
53.67,39.48,1.73,3.86,0.16,183.05,217.69,6.226853137821697,11,-3.0,10,41,8
74.03,3.4,4.64,2.87,0.48,330.42,161.05,2.9640006747637564,0,21.0,10,44,0
83.88,12.95,6.08,2.64,0.62,83.71,166.9,1.8006943105369135,1,0.0,1,26,3
86.89,10.07,6.45,1.91,0.66,112.34,163.17,4.003560914985563,1,-1.0,9,22,22
79.58,19.56,1.11,5.18,0.14,23.56,209.71,2.327101201065396,3,5.0,10,25,4
88.07,40.1,5.08,1.59,0.51,205.39,320.9,7.578205592354961,3,-2.0,10,25,8
54.31,24.7,8.59,0.81,0.86,35.19,280.36,1.4746185947559454,1,26.0,4,31,4
49.4,37.47,2.5,2.61,0.23,160.04,146.81,5.448715444946637,6,-1.0,10,39,12
30.12,38.46,5.11,1.91,0.52,152.9,205.73,2.3058620947489454,9,8.0,10,28,3
25.02,31.64,5.23,4.04,0.53,77.43,354.09,2.0649455198624462,2,2.0,10,17,0
35.18,34.29,5.44,2.59,0.55,186.47,235.41,2.0587617637793825,7,5.0,23,30,11
41.98,47.25,6.13,1.29,0.61,316.98,355.65,0.3224903099319413,0,11.0,9,21,0
63.23,8.78,6.78,1.55,0.69,313.84,263.31,4.467986123523663,1,16.0,1,32,4
64.09,36.74,7.16,2.29,0.73,289.98,341.67,8.67605901316952,3,-6.0,10,48,17
46.48,39.74,2.95,2.64,0.29,173.36,219.26,5.818840090602246,11,-1.0,8,35,6
36.26,33.54,7.88,0.7,0.79,10.82,345.01,1.2539936203984408,4,4.0,3,30,2
34.31,20.41,6.11,1.92,0.62,37.36,193.13,5.038223893397355,3,0.0,10,24,7
24.29,29.08,3.71,0.45,0.38,158.47,182.41,1.7572990639046044,8,2.0,3,17,0
56.11,14.54,3.09,3.88,0.31,332.67,18.44,7.33092081528644,11,5.0,17,41,5
40.08,26.29,2.48,3.66,0.26,192.56,123.06,5.730514811079367,5,5.0,10,26,4
48.24,34.87,2.81,0.59,0.28,201.27,37.59,6.758853453064354,5,-1.0,10,39,6
62.98,36.96,7.24,0.52,0.74,329.02,24.85,1.1486513831446024,2,10.0,5,44,2
65.21,38.27,4.63,1.48,0.47,165.82,59.69,7.542373631689167,3,0.0,10,44,7
98.26,38.51,5.62,1.12,0.56,97.64,12.52,6.488335687986555,2,-1.0,8,10,10
74.88,16.98,2.83,3.18,0.27,25.78,23.58,1.5844557425185473,9,10.0,10,25,1
66.94,40.26,5.51,2.36,0.56,175.59,354.5,7.308604517963734,3,-3.0,10,46,3
27.8,29.22,6.38,0.82,0.64,189.82,149.93,3.104593371119637,5,6.0,10,13,8
37.37,9.67,5.04,2.17,0.51,3.79,167.35,5.9037106975189815,1,1.0,10,27,6
54.24,20.12,5.67,3.29,0.58,339.89,10.15,4.011795109424211,5,11.0,3,34,1
59.26,21.97,3.16,3.47,0.33,224.4,121.37,9.0492706888456,6,4.0,10,46,8
82.64,39.64,4.6,2.58,0.47,193.99,37.4,4.992193906490412,2,16.0,10,42,2
93.94,50.07,6.15,0.83,0.62,136.19,0.63,3.4661938780166386,0,7.0,10,24,0
96.52,37.16,5.36,1.15,0.54,193.62,173.38,2.3769307941124507,10,9.0,8,22,3
106.95,39.41,4.73,1.68,0.45,180.37,173.81,0.8711486669908847,10,5.0,8,8,0
52.15,15.24,8.36,0.91,0.84,181.34,185.11,4.649688161586754,2,18.0,2,40,2
54.01,25.67,3.05,1.6,0.31,235.55,99.25,8.452413856408121,7,3.0,10,42,8
66.38,17.55,5.42,2.77,0.54,325.13,153.62,7.918440503028357,0,4.0,10,47,17
17.31,17.23,6.44,1.39,0.65,32.49,158.32,6.941361537911708,2,-5.0,15,13,14
29.22,37.28,3.04,1.03,0.3,171.35,4.37,8.134992317144501,1,-3.0,6,22,3
25.17,17.2,1.06,2.1,0.1,17.43,289.95,3.7922288960451738,5,-2.0,11,17,12
40.84,13.55,5.09,1.72,0.51,4.61,47.79,5.056925943693456,7,8.0,17,23,5
83.05,31.23,6.51,1.35,0.65,57.55,345.61,5.847606347899966,3,0.0,8,28,10
70.16,28.58,3.47,1.47,0.36,51.07,278.21,5.384143385906438,7,2.0,10,38,7
58.74,43.99,5.82,0.22,0.58,63.53,9.06,2.7126555254952676,0,3.0,10,48,0
55.29,30.53,6.94,1.21,0.7,140.05,192.96,5.912672830454934,5,4.0,7,49,2
11.06,38.26,8.2,0.58,0.82,296.8,348.27,2.962498945147486,0,1.0,1,1,0
105.08,14.66,4.2,1.42,0.42,20.07,193.78,3.312551886386086,2,-6.0,12,11,2
104.62,13.42,4.92,0.61,0.5,10.18,212.16,3.400661700316568,3,-1.0,16,7,13
39.38,17.86,4.5,1.57,0.44,70.49,175.71,3.934869756421425,2,4.0,10,25,2
62.57,50.43,6.52,2.54,0.66,89.01,10.08,1.288759093081405,0,15.0,10,31,0
63.62,29.13,2.55,1.01,0.27,114.59,246.51,3.7476659402887025,4,6.0,10,41,3
41.28,37.77,2.88,1.93,0.28,163.57,172.21,3.020264889045329,8,11.0,10,42,2
30.1,48.26,7.35,1.3,0.74,36.47,354.24,2.247420743875077,0,6.0,7,26,1
23.2,21.64,5.4,2.31,0.55,35.91,294.54,5.867035026314398,4,7.0,10,19,12
52.44,40.96,0.36,2.29,0.03,165.45,168.99,2.475176761364733,10,3.0,7,40,0
90.37,21.86,5.79,0.96,0.58,355.97,38.2,1.3322161986704704,5,9.0,5,27,0
32.61,18.45,2.72,1.03,0.27,316.53,51.24,3.1822633454822684,7,5.0,17,18,6
41.97,29.53,5.51,1.96,0.55,252.79,145.76,1.3315404612703274,6,4.0,14,29,3
99.52,43.21,5.88,0.74,0.59,74.24,355.51,12.37179049289148,2,-2.0,17,12,8
66.05,4.96,7.31,1.3,0.74,247.05,176.44,5.517571929753161,0,8.0,10,48,1
69.94,40.23,2.7,1.97,0.27,143.95,74.62,2.6669270706189225,6,-3.0,7,37,27
92.5,37.33,6.27,0.24,0.63,315.32,359.17,3.369421315300293,1,-4.0,10,13,17
54.64,45.6,7.51,3.37,0.77,31.5,308.78,0.9700515450222266,0,32.0,10,25,0
46.79,26.19,1.65,3.99,0.19,97.08,295.26,5.564242985348502,5,8.0,10,43,3
46.26,36.4,3.69,2.0,0.37,240.04,352.46,4.353619184081217,2,-5.0,10,32,7
81.19,18.38,9.24,3.83,0.93,74.48,95.91,1.5695222202950823,0,49.0,10,25,26
28.12,24.33,6.93,0.71,0.7,196.58,165.01,2.3193533581582595,4,7.0,5,13,18
83.79,26.86,1.52,5.6,0.15,101.4,94.63,2.029802946100935,0,1.0,5,24,7
60.63,43.47,6.2,1.15,0.62,144.43,342.9,7.00138557715542,0,4.0,9,46,8
46.66,4.25,7.13,1.8,0.73,88.2,192.74,1.863893773797207,0,4.0,8,40,0
13.09,7.85,6.35,0.73,0.64,112.86,188.31,0.5869412236331676,0,4.0,7,7,2
56.79,33.04,5.4,2.92,0.55,256.24,45.37,1.3009611831257701,1,34.0,10,16,0
107.92,20.08,5.81,1.2,0.58,133.68,177.14,2.484713263135207,2,-4.0,8,6,2
31.92,23.22,1.95,0.56,0.2,268.27,85.78,7.451831989517749,0,3.0,10,20,12
46.5,21.58,4.08,2.32,0.4,247.11,136.67,4.572001749780943,4,2.0,10,35,7
68.66,13.04,1.49,0.77,0.16,346.81,61.74,3.7095147930692978,6,12.0,10,47,8
104.73,48.22,9.09,2.34,0.92,116.86,73.76,0.954620343382643,1,27.0,7,30,3
27.83,12.7,7.31,1.82,0.73,110.93,252.87,2.5468608128439225,0,61.0,8,27,0
19.26,14.09,9.14,1.99,0.92,180.66,203.61,0.7399999999999988,2,7.0,15,17,6
13.23,23.45,5.41,0.55,0.54,85.03,345.22,2.992022727186408,6,7.0,7,9,0
34.8,19.48,7.95,1.96,0.8,233.71,179.37,2.2447494292236727,2,2.0,10,23,0
95.41,13.97,2.46,2.2,0.26,22.94,21.99,3.267124117630056,10,-1.0,18,15,6
61.95,44.55,6.02,1.79,0.61,191.85,14.97,2.6518861212352136,1,3.0,10,50,0
102.82,35.99,2.94,2.66,0.29,178.5,344.38,8.369432477772913,4,-6.0,23,13,20
80.22,37.81,0.39,2.17,0.05,101.2,124.3,2.2280484734403765,7,3.0,9,27,0
38.1,14.27,7.8,1.51,0.79,201.2,176.8,2.7994642344562997,2,5.0,11,24,0
95.4,22.3,2.96,2.14,0.3,126.88,212.81,7.491521874759491,3,4.0,10,11,5
83.84,16.15,6.83,1.45,0.69,112.09,186.43,10.464822024286889,1,4.0,10,22,5
69.11,47.45,2.72,1.61,0.26,101.61,37.08,1.8681541692269377,0,8.0,10,33,-1
65.14,34.53,5.12,3.09,0.53,66.42,341.87,5.889830218266057,3,5.0,3,40,3
57.79,42.4,4.86,3.64,0.48,81.91,3.04,0.7499999999999986,1,5.0,10,48,0
50.72,48.3,7.26,1.33,0.74,50.26,352.28,1.8001388835309318,0,9.0,20,49,1
46.35,8.96,2.1,0.32,0.21,61.24,114.53,3.1850902655968794,1,1.0,10,39,9
40.31,6.98,6.79,3.62,0.68,120.91,169.08,3.1192467039335026,1,3.0,15,34,-2
41.43,27.36,3.43,1.22,0.34,38.06,7.93,5.168413683133348,3,1.0,14,33,8
28.14,49.64,5.55,3.78,0.57,98.89,354.03,2.8756390594092327,0,6.0,5,24,2
89.01,38.31,6.32,0.9,0.63,89.87,358.09,2.8364766877236995,0,-4.0,10,25,9
65.18,3.44,5.57,2.99,0.6,85.57,228.68,0.5390732788777478,0,17.0,6,29,3
23.18,32.64,3.02,2.12,0.31,163.6,6.08,6.836519582360605,3,-5.0,9,9,14
71.22,31.59,4.46,0.51,0.45,120.67,6.14,1.1594826432508598,3,10.0,7,28,0
69.66,33.13,5.64,0.89,0.56,334.4,337.02,2.241807306616697,4,3.0,10,38,4
66.0,9.56,5.91,0.46,0.6,215.38,169.91,4.76001050419009,1,-1.0,10,43,3
76.33,14.64,6.45,1.63,0.65,243.6,183.99,5.637730039652489,2,0.0,13,34,11
46.93,2.08,6.98,3.28,0.71,353.3,254.44,0.47296934361541854,0,30.0,4,37,0
47.84,33.71,3.04,2.81,0.31,155.3,3.61,6.4101950048340965,2,-5.0,10,33,17
61.42,51.56,8.55,2.76,0.87,151.31,292.44,1.763093871579164,0,32.0,11,21,0
55.29,15.05,0.78,1.49,0.07,344.57,62.95,4.138816255887664,7,-2.0,7,44,8
47.6,15.12,7.12,0.13,0.71,349.16,332.77,0.9464142856064653,9,5.0,20,41,5
48.97,19.88,5.7,3.8,0.57,337.19,9.11,2.9202739597510328,5,13.0,9,26,11
58.64,50.47,3.19,0.95,0.36,181.75,49.85,5.101146929858028,2,-1.0,10,50,6
106.96,34.75,2.92,2.39,0.28,188.82,305.62,7.779132342363129,5,-3.0,10,7,9
84.87,13.4,1.45,3.96,0.15,324.65,182.25,2.173039346169323,1,5.0,10,30,0
90.08,15.15,3.06,1.05,0.3,8.98,199.04,7.448704585362477,1,-2.0,10,22,10
79.86,16.25,3.74,3.42,0.36,45.01,339.26,5.179739375682915,10,1.0,2,30,9
78.0,22.38,7.71,1.91,0.78,249.85,149.23,1.6710774967068405,2,16.0,5,46,2
82.56,35.31,4.0,2.25,0.41,248.64,344.34,6.158327695080862,0,1.0,10,28,2
89.21,27.81,5.94,1.51,0.59,277.11,4.05,2.6236615635405416,7,4.0,7,25,2
83.67,16.44,7.1,1.65,0.72,66.58,198.99,5.990208677500314,2,7.0,15,20,9
43.35,21.75,7.27,1.97,0.73,343.33,340.61,4.758245474962384,9,4.0,10,35,28
6.57,32.54,7.31,1.02,0.74,22.27,7.14,1.484486443184982,5,4.0,4,4,0
87.49,49.3,9.08,2.95,0.92,210.03,74.04,1.2731064370271619,1,27.0,8,48,4
87.79,35.47,5.43,1.73,0.54,74.03,3.58,3.885665966086123,0,-4.0,8,27,22
50.94,21.94,6.1,3.12,0.62,343.85,338.98,4.703211668636655,6,13.0,8,47,5
81.52,48.25,6.02,3.38,0.59,258.47,353.84,3.439360405656844,0,7.0,10,35,6
95.61,40.69,4.76,1.61,0.47,213.86,321.72,11.14308754340555,3,-4.0,16,19,6
87.9,45.87,4.76,1.98,0.48,193.55,313.5,9.371638063860562,3,-2.0,10,25,7
74.3,21.43,6.49,2.77,0.67,62.32,331.81,0.5787054518492132,7,6.0,5,30,2
58.91,34.19,4.29,3.15,0.44,131.21,200.64,6.0980160708217275,8,14.0,10,38,13
26.66,11.62,6.05,2.65,0.61,10.21,185.28,4.669646667575609,1,8.0,11,24,0
80.68,22.49,3.59,1.25,0.36,56.29,202.66,3.681643654673824,3,5.0,10,25,4
72.15,46.07,1.91,3.56,0.17,149.15,129.69,3.5357036074874895,9,4.0,1,34,1
60.56,52.69,3.45,2.64,0.35,242.75,306.61,0.6021627686929806,0,12.0,10,39,0
41.21,21.66,6.43,4.2,0.65,357.86,290.74,4.25095283436549,3,19.0,10,49,3
26.67,38.58,3.15,2.35,0.31,315.33,5.26,5.6612807738178805,3,-4.0,6,21,10
37.44,39.65,6.42,1.38,0.64,289.87,352.19,1.5526107045876032,1,3.0,12,25,0
74.83,11.19,2.82,3.25,0.29,353.19,356.26,4.6966477406763145,10,-1.0,10,36,15
60.06,13.15,4.8,1.73,0.48,301.71,201.61,3.309456148674587,2,-2.0,8,48,12
35.72,3.53,4.54,3.83,0.47,146.88,199.52,5.192850854781024,0,12.0,10,38,3
13.31,5.96,6.61,0.7,0.66,103.89,168.22,0.9154780172128665,0,5.0,7,9,1
35.2,29.07,1.53,3.37,0.16,249.21,88.4,1.6124515496597132,0,9.0,5,17,0
38.64,46.18,1.4,2.08,0.13,150.29,342.69,5.8424737911264915,0,3.0,10,26,7
51.25,38.1,1.52,4.22,0.17,224.77,40.82,3.935492345310815,3,1.0,6,40,7
103.38,19.75,2.8,4.34,0.3,46.23,128.71,1.5952429282087397,0,-7.0,10,13,5
77.07,12.77,2.43,5.98,0.27,95.76,176.32,1.5754364474646267,5,22.0,12,11,0
74.82,12.4,6.32,0.71,0.63,130.56,190.67,6.310641805711998,1,3.0,10,33,5
56.67,47.64,2.38,3.62,0.26,139.07,19.59,2.87772479573708,4,12.0,2,41,8
72.52,42.84,2.35,1.87,0.23,162.48,188.13,4.397101317913882,9,2.0,10,39,5
106.3,39.52,2.03,2.89,0.19,252.49,286.84,1.2943724348115537,5,7.0,10,11,0
30.75,11.1,2.89,3.9,0.29,288.86,300.94,8.689447623410823,7,-5.0,10,24,4
40.94,10.17,1.68,1.09,0.16,62.52,108.25,2.2022715545545246,6,14.0,12,46,0
28.59,22.22,6.26,2.44,0.63,56.42,350.96,2.456053745340276,6,7.0,3,25,18
33.03,16.99,4.76,1.45,0.47,33.14,161.58,4.710095540432276,3,-1.0,10,25,7
48.22,5.81,3.02,1.16,0.3,321.83,195.89,2.3970815588961503,0,7.0,4,31,2
47.34,38.92,2.1,3.08,0.19,153.61,45.42,5.708528707118843,3,-2.0,10,40,10
90.06,18.5,4.29,2.87,0.43,70.24,342.04,4.438524529615671,6,11.0,8,9,2
83.28,16.58,3.78,2.53,0.37,48.68,7.65,1.2033287165193027,9,5.0,10,22,1
79.61,14.72,0.71,3.15,0.06,0.07,231.8,5.162363799656127,5,-4.0,10,35,13
61.03,7.75,5.99,2.23,0.6,101.2,174.81,5.849529895641186,0,5.0,1,44,4
49.79,11.9,4.93,3.21,0.5,21.8,322.42,2.1514878572745872,9,9.0,10,47,0
25.96,25.48,5.5,1.11,0.55,18.01,336.35,1.0223991392797624,5,6.0,10,21,2
19.69,25.28,6.03,2.11,0.61,0.46,299.89,2.159282288168916,5,4.0,2,13,7
76.2,15.78,4.53,2.47,0.46,312.35,193.1,4.414702707997451,2,-3.0,10,37,9
66.73,10.05,5.93,0.33,0.59,121.07,196.02,8.434453153583817,0,1.0,4,43,10
39.93,49.74,3.29,3.57,0.34,167.11,317.99,4.952908236581818,2,4.0,10,33,4
38.12,17.14,4.33,2.48,0.43,304.59,186.94,7.607345134802285,2,-3.0,2,25,13
36.71,43.5,1.4,3.29,0.16,190.97,120.22,6.002616096336664,8,-2.0,20,25,1
38.14,9.97,1.89,1.65,0.19,356.67,54.68,4.146950686950593,7,-3.0,21,26,5
19.87,41.61,6.87,1.87,0.69,118.48,15.82,7.069512005789366,2,-5.0,20,15,6
23.13,33.5,0.14,1.6,0.02,176.69,286.33,3.6018467485444208,1,-5.0,17,18,22
57.54,0.17,3.42,1.83,0.21,300.99,215.28,1.856071119327059,2,5.0,3,42,0
76.79,17.75,6.31,2.41,0.63,1.9,294.66,4.110437932872846,3,19.0,8,16,12
59.28,37.36,2.84,2.55,0.28,201.77,345.82,6.629698334011887,1,-2.0,4,47,8
62.92,43.56,2.07,4.31,0.21,184.17,190.79,6.059191365190577,10,-2.0,20,49,14
93.01,39.65,5.27,0.74,0.54,179.3,195.07,0.9823441352194278,9,3.0,5,15,3
81.18,37.77,4.4,3.48,0.44,195.68,221.74,0.618465843842647,6,9.0,10,21,0
62.9,33.04,1.45,3.82,0.16,125.97,240.34,5.8631476188136356,4,15.0,10,33,13
51.49,41.39,2.3,3.24,0.23,176.22,187.5,2.915561695454239,9,-2.0,10,39,-2
56.2,10.32,2.37,4.98,0.21,307.04,264.76,9.400813794560554,7,-3.0,14,43,19
39.63,8.82,1.14,1.93,0.11,331.78,177.66,7.5219811220183255,0,-2.0,10,27,5
69.16,36.67,5.5,1.83,0.55,105.6,16.57,11.049361972530363,2,-6.0,10,34,4
81.31,31.28,3.4,0.16,0.34,302.61,354.46,2.302216323458766,2,7.0,12,36,9
63.98,46.76,5.41,2.32,0.55,126.96,8.11,2.9224989307098093,0,6.0,10,40,1
57.51,17.34,4.99,3.51,0.5,120.46,171.58,1.190168055360248,2,11.0,8,42,0
53.8,6.69,6.52,0.4,0.65,133.89,176.42,6.189539562843104,0,3.0,10,47,2
48.23,16.27,0.69,4.7,0.07,109.06,262.81,3.902332635744927,5,4.0,5,42,4
86.75,13.31,3.58,2.7,0.35,330.01,188.21,4.721059203187352,1,-1.0,10,25,4
76.78,13.27,0.83,2.0,0.07,40.9,65.09,2.034207462379395,7,6.0,7,28,0
67.93,23.12,6.7,1.84,0.68,163.76,183.88,4.160300469918009,3,3.0,9,39,3
60.41,46.53,7.12,1.78,0.72,83.54,349.62,3.953858874567982,0,5.0,3,45,4
26.16,25.24,9.75,2.82,0.99,266.01,285.32,0.7368174807915464,0,53.0,10,35,1
44.26,28.8,0.81,2.71,0.1,251.28,14.42,0.8161494961096306,3,5.0,6,29,0
52.07,49.09,4.3,2.68,0.43,122.45,40.8,5.38906299833283,3,-1.0,9,44,5
36.15,37.36,1.81,2.46,0.19,244.75,340.03,4.024040258247919,0,6.0,17,20,6
72.19,47.92,3.07,1.34,0.3,89.78,28.81,2.0619650821485713,0,11.0,10,26,0
32.66,42.48,7.21,2.06,0.73,245.6,2.95,4.371464285568394,2,2.0,6,21,2
38.42,24.38,8.42,1.44,0.85,195.57,168.04,1.3462912017836268,4,4.0,2,25,71
71.82,30.65,6.52,1.83,0.66,150.45,216.19,4.679369615664064,4,13.0,8,27,3
38.18,9.24,5.53,2.46,0.56,268.83,182.25,1.651575005865613,0,6.0,13,22,0
88.04,26.41,6.9,0.22,0.69,148.32,191.41,7.195609772632203,4,2.0,25,20,11
